Id;Name;Club Playing;Club Contracted;Positions Short;Age;Handedness;Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
21190;Oliver Kromp;FBI VEU Feldkirch Jrs;FBI VEU Feldkirch Jrs;LD;14;Left Handed;0;10;9;2;6;7;11;8;2;9;4;6;7;7;8;6;6;9;1;3;2;1;3;5;9;1;1;1;1;1;1;1;1;
21191;Philipp Etz;EC Red Bull Salzburg U18;EC Red Bull Salzburg;LW;14;Left Handed;0;5;1;12;13;11;10;11;12;14;5;4;3;2;1;5;6;6;2;1;2;3;5;4;6;4;1;6;1;1;1;1;1;
21192;Stephan Haupt;---;---;C;13;Left Handed;0;15;3;15;6;10;6;11;14;9;6;9;2;1;9;8;9;1;8;4;8;8;6;4;1;5;2;9;1;1;1;1;1;
21193;Kilian Puschnik;FBI VEU Feldkirch Jrs;FBI VEU Feldkirch Jrs;LD, RD;14;Left Handed;0;8;6;5;14;6;12;13;5;15;8;6;15;12;8;10;7;9;2;3;3;2;3;11;9;6;3;4;1;1;1;1;1;
21194;Helmut Föger;FBI VEU Feldkirch Jrs;FBI VEU Feldkirch Jrs;LD;15;Left Handed;0;10;11;5;15;12;11;19;3;15;6;8;6;5;8;10;2;5;3;5;2;5;6;2;4;7;5;3;1;1;1;1;1;
21195;Maximilian Seidl;FBI VEU Feldkirch Jrs;FBI VEU Feldkirch Jrs;LW;15;Left Handed;0;18;5;13;10;7;9;11;13;8;7;8;4;6;6;9;12;2;11;2;2;4;3;2;2;9;1;6;1;1;1;1;1;
21196;Dominik Hronik;EC Red Bull Salzburg U18;EC Red Bull Salzburg;LW;15;Left Handed;0;10;4;11;6;7;7;13;8;18;9;6;3;1;3;10;8;2;4;8;1;7;2;1;1;3;4;6;1;1;1;1;1;
21197;Sascha Schwendinger;FBI VEU Feldkirch Jrs;FBI VEU Feldkirch Jrs;LW;14;Left Handed;0;9;13;5;11;10;7;10;3;5;7;7;5;7;8;9;6;5;5;2;3;4;3;3;4;5;2;4;1;1;1;1;1;
21198;Christoph Holzer;HC Innsbruck U20;HC Tiroler Wasserkraft Innsbruck;LW;14;Left Handed;0;14;4;8;8;5;5;11;14;10;6;1;4;3;9;4;10;1;8;2;1;5;2;1;1;7;1;6;1;1;1;1;1;
21199;Matthias Kuchinka;EC Red Bull Salzburg U18;EC Red Bull Salzburg;RW;14;Left Handed;0;5;3;10;10;9;12;11;10;14;7;5;5;1;8;4;9;4;6;4;2;9;4;1;4;3;3;6;1;1;1;1;1;
21200;Jürgen Cirtek;EK Zell am See Jrs;EK Zell am See Jrs;LD, LW;16;Left Handed;0;13;3;8;12;10;12;10;8;13;11;11;7;3;13;11;6;3;4;6;2;11;7;5;4;6;7;9;1;1;1;1;1;
21201;Christof Aigner;FBI VEU Feldkirch Jrs;FBI VEU Feldkirch Jrs;RD;16;Left Handed;0;7;1;5;16;7;12;19;5;16;9;9;4;1;11;5;7;1;1;3;1;7;6;3;1;3;5;6;1;1;1;1;1;
21202;Stephan Sailer;EHC Bregenzerwald;EHC Bregenzerwald;LD;16;Left Handed;0;14;11;1;6;8;11;10;1;5;7;1;13;8;6;11;14;9;1;2;1;1;2;6;9;1;1;1;1;1;1;1;1;
21203;Jano Pewal;EC Graz 99ers U20;EC Graz 99ers;LW;16;Left Handed;0;15;16;10;6;6;12;4;9;4;7;7;5;6;7;7;9;2;10;4;2;5;2;1;4;8;1;6;1;1;1;1;1;
21204;Helmut Giering;EK Zell am See Jrs;EK Zell am See Jrs;LD;16;Left Handed;0;10;11;1;15;10;11;14;1;9;9;11;16;8;6;9;13;10;1;4;1;3;5;6;10;1;2;1;1;1;1;1;1;
21205;Yannic Karel;EC TREND Dornbirn Bulldogs Jrs;EC TREND Dornbirn Bulldogs Jrs;RD;16;Left Handed;0;9;5;4;9;9;11;10;4;6;9;10;9;3;7;9;2;9;2;2;2;2;3;7;10;3;3;2;1;1;1;1;1;
21206;Nikolaus Penker;EAC Junior Capitals U20;EV Vienna Capitals;LW;16;Left Handed;0;14;2;7;10;4;13;15;7;17;9;14;8;7;11;12;8;14;9;7;7;10;10;10;13;10;10;10;1;1;1;1;1;
21207;Ramon Schiechl;EC Red Bull Salzburg U20;EC Red Bull Salzburg;LW, C;15;Left Handed;0;11;1;13;11;11;10;11;13;14;10;8;6;3;6;8;8;5;13;9;9;13;10;6;2;8;5;11;1;1;1;1;1;
21208;Christian Hinteregger;EC TREND Dornbirn Bulldogs Jrs;EC TREND Dornbirn Bulldogs Jrs;C;17;Left Handed;0;16;4;4;13;8;12;6;4;5;7;12;8;8;9;12;12;8;3;2;6;3;6;8;8;2;5;3;1;1;1;1;1;
21209;Patrik Novotny;EC TREND Dornbirn Bulldogs Jrs;EC TREND Dornbirn Bulldogs Jrs;RD;17;Left Handed;0;13;7;4;9;9;6;11;2;13;8;5;9;9;7;7;12;11;2;3;2;4;2;8;10;2;2;2;1;1;1;1;1;
21210;Lukas Etz;EHC Oberscheider Lustenau Jrs;EHC Oberscheider Lustenau Jrs;C, RW;16;Left Handed;0;19;2;6;9;7;12;7;5;11;12;13;7;4;10;8;9;7;4;2;7;6;6;6;9;5;5;8;1;1;1;1;1;
21211;Stefan Ausweger;EC Red Bull Salzburg U18;EC Red Bull Salzburg;C;16;Left Handed;0;7;2;8;9;9;9;10;9;16;15;9;8;2;15;13;11;5;5;5;9;6;5;5;5;5;5;6;1;1;1;1;1;
21212;Rene Neumeister;EAC Junior Capitals U20;EV Vienna Capitals;C;16;Left Handed;0;16;1;11;10;12;11;10;13;11;13;8;7;1;18;15;8;1;8;5;5;10;6;4;1;7;4;8;1;1;1;1;1;
21213;Herbert Regenfelder;EK Zell am See Jrs;EK Zell am See Jrs;C, RW;17;Left Handed;0;6;5;10;11;10;6;6;11;9;15;3;6;1;12;12;8;1;6;3;6;6;8;5;1;5;3;6;1;1;1;1;1;
21214;Fabian Kalb;EC Red Bull Salzburg;EC Red Bull Salzburg;C;17;Left Handed;0;13;4;5;8;7;10;13;5;15;16;6;9;8;13;16;12;13;6;9;14;6;10;11;10;5;8;5;1;1;1;1;1;
21215;Rudolf Rohrer;EHC Bregenzerwald Jrs;EHC Bregenzerwald Jrs;RW;17;Left Handed;0;9;1;5;8;3;11;10;5;10;10;11;8;8;10;13;16;8;4;3;3;2;4;5;5;2;4;4;1;1;1;1;1;
21216;Kristof Mittendorfer;Dornbirner EC Bulldogs;Dornbirner EC Bulldogs;C;17;Left Handed;0;5;3;14;11;8;11;15;16;13;11;13;6;3;9;13;8;3;12;8;11;11;10;7;3;8;6;10;1;1;1;1;1;
21217;Dmitry Rodik;---;---;C;13;Left Handed;0;9;5;5;9;8;7;4;5;9;5;11;4;4;8;10;10;7;4;2;5;2;5;6;6;1;2;2;1;1;1;1;1;
21218;Maxim Kireytsev;Notre Dame Bantam AAA Hounds;Notre Dame Bantam AAA Hounds;C;14;Left Handed;0;14;4;14;15;11;8;5;13;9;6;7;3;1;3;4;4;1;4;8;6;8;5;1;1;3;6;8;1;1;1;1;1;
21219;Yegor Lishanski;---;---;LW;13;Left Handed;0;16;1;13;17;6;10;9;12;15;7;5;2;1;4;7;6;1;5;7;1;5;1;1;1;9;1;9;1;1;1;1;1;
21220;Denis Grabovsky;Lincoln Stars;Lincoln Stars;RW;14;Left Handed;0;10;3;5;10;10;10;8;5;9;7;6;5;3;6;10;8;7;5;3;3;4;5;5;7;4;4;5;1;1;1;1;1;
21221;Mihail Andryuschenko;Notre Dame Bantam AAA Hounds;Notre Dame Bantam AAA Hounds;RW;14;Left Handed;0;14;2;4;10;3;12;11;6;14;8;6;6;9;10;8;9;9;5;3;4;3;5;6;6;5;6;2;1;1;1;1;1;
21222;Alexander Rogovski;MODO Hockey J18;MODO Hockey J20;LW;14;Left Handed;0;14;1;14;11;11;10;8;11;9;8;6;3;4;7;7;10;1;7;4;2;6;1;1;1;9;1;6;1;1;1;1;1;
21223;Vladimir Krutko;Amurskie Tigry;Amur Khabarovsk;LW;14;Left Handed;0;17;1;10;18;4;5;6;14;8;7;6;3;1;7;7;4;3;4;3;2;7;3;3;4;4;1;6;1;1;1;1;1;
21224;Evgeny Baukin;Seattle Admirals;Seattle Admirals;C;14;Left Handed;0;7;1;14;11;3;7;12;14;17;5;11;4;1;8;6;7;1;8;5;6;7;8;4;1;4;2;8;1;1;1;1;1;
21225;Igor Shelepnyov;Notre Dame Bantam AAA Hounds;Notre Dame Bantam AAA Hounds;C;14;Left Handed;0;16;4;10;7;4;12;10;12;8;6;10;4;1;8;3;7;1;9;4;6;8;6;3;1;7;3;6;1;1;1;1;1;
21226;Artem Stepanov;Notre Dame Bantam AAA Hounds;Notre Dame Bantam AAA Hounds;RD, RW;15;Left Handed;0;15;2;5;7;10;8;7;5;7;8;8;8;7;7;5;9;8;2;6;3;2;4;8;8;4;4;2;1;1;1;1;1;
21227;Kirill Grin;Frölunda HC J18;Frölunda HC J18;LD;15;Left Handed;0;11;9;1;13;11;7;13;1;9;5;5;11;6;3;8;9;7;1;2;1;1;3;6;7;1;1;1;1;1;1;1;1;
21228;Dmitri Boyarskikh;Madison Capitols;Madison Capitols;C;14;Left Handed;0;10;14;5;16;9;12;16;5;18;8;12;6;9;10;10;6;8;5;2;9;4;4;8;8;2;5;2;1;1;1;1;1;
21229;Dmitri Shumidub;Frölunda HC J18;Frölunda HC J20;C;15;Left Handed;0;7;11;5;12;10;8;13;5;9;8;10;6;5;13;11;12;7;2;4;5;3;7;7;7;1;4;3;1;1;1;1;1;
21230;Vladimir Verbitsky;Soo Indians 18U;Soo Indians 18U;RD;15;Left Handed;0;10;7;3;14;10;9;13;3;19;8;3;10;8;8;8;10;8;1;2;1;2;2;9;7;1;1;1;1;1;1;1;1;
21231;Georgy Mikulchik;Linköping HC J16;Linköping HC J16;LW;15;Left Handed;0;13;1;12;16;7;11;16;11;10;10;8;4;2;8;6;5;4;1;6;2;3;3;4;3;1;4;2;1;1;1;1;1;
21232;Vyacheslav Zakharov;Dinamo Minsk;Dinamo Minsk;C;16;Left Handed;0;12;3;14;6;9;4;11;12;6;9;8;6;1;11;10;7;1;8;4;7;9;5;3;1;4;5;10;1;1;1;1;1;
21233;Konstantin Antonenko;Niagara Falls Rivermen;Niagara Falls Rivermen;C, RW;16;Left Handed;0;19;17;3;9;8;11;5;3;9;9;10;7;8;10;14;14;8;5;2;2;2;4;5;5;3;5;3;1;1;1;1;1;
21234;Yury Saveliev;Soo Indians 18U;Soo Indians 18U;RD;16;Left Handed;0;12;10;2;8;7;6;11;2;10;8;11;11;8;9;12;4;11;1;2;2;2;4;9;11;1;2;2;1;1;1;1;1;
21235;Kirill Antonenko;CW Midgets U16;CW Midgets U16;LW;15;Left Handed;0;11;14;9;13;7;9;10;7;10;8;6;6;7;8;10;13;5;7;3;3;4;4;3;5;6;2;5;1;1;1;1;1;
21236;Alexei Ermolov;U.S. National Development Team U17;U.S. National Development Team U17;C;15;Left Handed;0;14;11;6;11;9;11;9;6;15;12;13;8;9;12;14;10;12;6;7;11;5;10;11;11;5;8;8;1;1;1;1;1;
21237;Yaroslav Sushko;Shattuck-St. Mary's U16;Shattuck-St. Mary's U16;LW;16;Left Handed;0;20;1;10;4;11;9;9;7;5;9;3;4;1;8;3;3;1;6;7;1;7;1;1;2;9;5;9;1;1;1;1;1;
21238;Igor Voronin;Djurgårdens IF J16;Djurgårdens IF J16;C;15;Left Handed;0;12;17;10;12;10;13;9;2;14;7;10;6;8;10;12;7;8;7;5;8;2;4;5;4;5;4;6;1;1;1;1;1;
21239;Stanislav Gavrilenok;Notre Dame Argos Midget AAA;Notre Dame Argos Midget AAA;C, RW;15;Left Handed;0;10;4;12;9;11;11;9;12;6;10;13;1;2;7;8;8;1;9;5;9;9;9;6;3;7;2;7;1;1;1;1;1;
21240;Stanislav Cherlov;Long Island Gulls U16;Long Island Gulls U16;RD;15;Left Handed;0;14;6;2;13;8;11;10;2;10;5;5;13;11;9;6;10;12;3;4;2;5;6;9;12;2;3;3;1;1;1;1;1;
21241;Aliaksandr Lobachenko;Örebro HK J18;Örebro HK J20;RW;16;Left Handed;0;9;5;4;7;4;11;13;2;18;13;12;8;3;11;15;8;9;3;2;3;7;7;6;9;3;5;6;1;1;1;1;1;
21242;Mihail Sadovik;St. Louis Amateur Blues U18;St. Louis Amateur Blues U18;G;17;Left Handed;0;18;7;7;10;8;10;5;1;5;8;13;6;1;4;15;10;1;1;1;1;1;4;3;5;1;5;1;4;6;4;6;4;
21243;Kirill Giro;HV71 J18;HV71 J20;RD;17;Left Handed;0;8;5;4;13;2;11;10;4;11;8;13;16;13;8;7;8;11;2;4;2;3;4;12;10;3;3;2;1;1;1;1;1;
21244;Dmitry Gerlovski;Frölunda HC J18;Frölunda HC J18;LD;16;Left Handed;0;12;7;4;10;8;10;10;1;11;9;9;18;11;8;12;12;10;2;2;1;3;3;10;9;3;2;2;1;1;1;1;1;
21245;Leonid Obukhovsky;Calgary Hitmen;Calgary Hitmen;LW;17;Left Handed;0;7;2;13;13;3;10;14;13;10;10;7;5;3;7;5;9;4;11;9;3;9;4;2;1;11;7;12;1;1;1;1;1;
21246;Wyatt Boily;Chicago Young Americans U18;Chicago Young Americans U18;LD;14;Left Handed;0;15;3;6;13;7;12;13;8;15;11;10;4;2;8;12;5;4;5;7;4;10;10;6;3;10;8;9;1;1;1;1;1;
21247;Randall Delmore;Québec Cyclone;Québec Cyclone;C;14;Left Handed;0;11;1;6;6;6;9;12;6;8;9;6;4;1;9;10;5;4;7;5;6;8;4;1;3;5;3;7;1;1;1;1;1;
21248;Clément Raymond;Chandler Junior Polar Bears;Chandler Junior Polar Bears;RD;14;Left Handed;0;6;14;3;13;10;5;5;3;11;8;4;13;9;5;7;12;7;1;1;1;1;1;5;8;1;1;1;1;1;1;1;1;
21249;Grayson Feser;Calgary NWCAA Bruins;Calgary NWCAA Bruins;RD;14;Left Handed;0;6;6;1;8;9;8;12;1;6;8;7;16;8;6;6;12;9;2;2;1;2;5;6;8;1;1;1;1;1;1;1;1;
21250;Karel Simpson;Saskatoon Maniacs;Saskatoon Maniacs;LD, RD;14;Left Handed;0;16;1;5;14;13;12;13;8;8;10;7;7;2;10;11;9;7;5;7;3;7;11;8;7;7;8;11;1;1;1;1;1;
21251;Duane Webb;Kanata Kings;Kanata Kings;LW;14;Left Handed;0;7;2;11;14;10;10;7;7;6;7;8;5;6;8;9;10;3;8;4;1;5;1;3;4;8;2;8;1;1;1;1;1;
21252;Nicolas Clouston;Burnaby Bantam A;Burnaby Bantam A;G;13;Left Handed;0;10;5;14;12;1;10;19;1;13;7;11;5;1;12;8;8;1;1;1;1;1;3;2;5;1;3;1;7;5;4;1;8;
21253;Merlin Morand;Eastern Ontario Wild Midget AAA;Eastern Ontario Wild Midget AAA;LD;13;Left Handed;0;15;11;3;9;10;9;5;2;5;6;9;9;6;8;10;10;6;1;2;1;1;1;7;6;1;1;1;1;1;1;1;1;
21254;Scott Elliott;Prince Albert Mintos;Prince Albert Mintos;RW;14;Left Handed;0;18;1;8;7;11;7;11;10;11;9;7;4;1;9;8;5;5;5;4;2;8;6;3;6;7;2;8;1;1;1;1;1;
21255;Thane Chicoine;Saskatoon Maniacs;Saskatoon Maniacs;G;15;Left Handed;0;1;4;4;12;7;7;12;1;10;5;10;11;1;8;10;6;1;1;1;1;1;1;7;10;1;7;1;5;5;4;1;5;
21256;Tylor Hurst;Indiana Jr. Ice U18;Indiana Jr. Ice U18;LW;15;Left Handed;0;7;13;11;13;9;11;11;7;17;6;5;6;7;8;9;11;5;8;2;3;3;4;3;5;6;3;6;1;1;1;1;1;
21257;Peyton Rumpel;Brantford 99ers;Brantford 99ers;LW;14;Left Handed;0;5;1;5;8;10;11;13;5;10;11;6;8;4;8;10;4;10;6;5;5;4;8;9;9;4;6;6;1;1;1;1;1;
21258;Raphaël Benoit;Saskatoon Bandits;Saskatoon Bandits;C;15;Left Handed;0;12;1;13;7;18;12;8;15;11;14;12;8;3;11;7;9;4;9;13;11;13;9;4;3;8;6;11;1;1;1;1;1;
21259;Victor Besson;Saguenay/Lac St-Jean Espoirs;Saguenay/Lac St-Jean Espoirs;LW, RW;14;Left Handed;0;16;2;6;2;7;10;14;6;17;11;13;8;6;12;11;9;12;7;6;6;10;10;8;11;6;9;8;1;1;1;1;1;
21260;Tim Berard;Notre Dame Bantam AAA Hounds;Notre Dame Bantam AAA Hounds;LD;15;Left Handed;0;20;8;2;3;6;5;10;3;9;7;3;16;9;8;10;7;8;1;4;1;1;1;7;8;1;1;1;1;1;1;1;1;
21261;Eliot Pousset;Regina Monarchs;Regina Monarchs;LW, C;15;Left Handed;0;8;16;3;18;7;11;13;1;13;14;4;7;5;15;12;10;7;4;3;8;1;6;7;7;2;2;3;1;1;1;1;1;
21262;Alexy Klassen;Terrebonne Cobras;Terrebonne Cobras;LW;16;Left Handed;0;9;3;11;19;9;12;11;12;6;13;9;5;2;11;12;8;5;1;2;2;5;5;4;7;1;2;5;1;1;1;1;1;
21263;Gabriel Lacey;Coquitlam Express;Coquitlam Express;C, RW;15;Left Handed;0;11;2;12;16;16;11;8;12;3;6;9;4;1;8;11;7;1;6;1;4;6;5;2;1;2;1;6;1;1;1;1;1;
21264;Lee Sylvestre;Windsor Spitfires;Windsor Spitfires;LW;16;Left Handed;0;10;7;11;12;6;11;9;9;9;9;10;6;6;7;7;11;5;8;2;3;3;2;3;4;7;2;4;1;1;1;1;1;
21265;Howie Zimmerman;Georgetown Raiders;Georgetown Raiders;LW, C;16;Left Handed;0;3;4;12;10;4;9;12;10;9;11;4;3;1;11;10;7;2;10;10;1;8;2;4;2;9;6;10;1;1;1;1;1;
21266;Claude Nadon;Prince Albert Raiders;Prince Albert Raiders;LW;15;Left Handed;0;12;1;11;14;14;10;9;11;12;8;4;6;3;9;9;5;6;14;11;5;11;3;4;4;14;7;12;1;1;1;1;1;
21267;Harvey Soros;Yarmouth Mariners;Yarmouth Mariners;RD;15;Left Handed;0;7;9;2;16;10;10;9;2;15;8;9;18;9;8;7;15;6;1;2;1;1;1;7;8;1;1;1;1;1;1;1;1;
21268;Ron McCleary;St. Michael's Buzzers;St. Michael's Buzzers;C;16;Left Handed;0;8;3;6;10;10;12;12;6;14;15;7;9;6;15;14;11;13;7;6;11;6;12;12;11;7;9;7;1;1;1;1;1;
21269;Joël Wheatley;Sudbury Wolves;Sudbury Wolves;RW;17;Left Handed;0;16;12;5;11;9;7;11;5;9;8;10;8;8;8;13;10;8;4;3;4;3;5;6;5;6;6;4;1;1;1;1;1;
21270;Murray Bouchard;Medicine Hat Tigers;Medicine Hat Tigers;G;17;Left Handed;0;7;4;14;12;8;11;8;1;14;7;16;7;1;1;12;9;1;1;1;1;1;4;5;5;1;4;1;8;7;3;6;6;
21271;Dale Lévesque;Peterborough Petes;Peterborough Petes;LW, RW;17;Left Handed;0;20;6;5;9;7;12;10;5;10;10;5;10;8;8;14;20;6;6;3;3;3;5;4;6;6;4;5;1;1;1;1;1;
21272;Allain Bailey;Kamloops Blazers;Kamloops Blazers;LW;16;Left Handed;0;16;4;12;13;10;8;18;10;12;14;8;6;2;13;11;8;2;11;10;4;9;4;4;1;15;6;12;1;1;1;1;1;
21273;Tait McGrath;Brandon Wheat Kings;Brandon Wheat Kings;C;17;Left Handed;0;9;13;5;7;6;7;10;4;6;10;10;9;8;10;15;12;6;6;2;7;4;6;3;5;6;3;5;1;1;1;1;1;
21274;Valere Richer;Sherbrooke Cougars;Sherbrooke Cougars;C;17;Left Handed;0;5;2;11;10;14;6;13;13;7;17;12;7;1;18;16;7;1;6;3;8;8;7;3;1;5;3;6;1;1;1;1;1;
21275;Mathew Rapenne;Sherbrooke Phoenix;Sherbrooke Phoenix;RW;17;Left Handed;0;6;3;11;13;8;9;15;9;16;14;8;4;2;11;9;8;1;8;8;1;6;2;1;1;9;4;9;1;1;1;1;1;
21276;Wyatt Djekic;Guelph Storm;Guelph Storm;C;17;Left Handed;0;14;2;13;9;10;10;10;14;14;15;10;7;1;14;13;8;2;9;4;8;10;7;4;1;6;2;8;1;1;1;1;1;
21277;Lukas Gauthier;Saginaw Spirit;Saginaw Spirit;LW;16;Left Handed;0;17;3;14;6;17;9;16;10;12;11;9;4;1;14;14;6;1;6;6;1;7;1;2;2;5;3;8;1;1;1;1;1;
21278;Jirí Kverka;---;---;LW, C;13;Left Handed;0;19;15;4;11;9;7;7;2;5;4;4;4;6;4;8;10;4;3;2;2;2;3;2;4;3;3;4;1;1;1;1;1;
21279;Lubomír Kadlec;Bílí Tygri Liberec Jrs;Bílí Tygri Liberec Jrs;G;14;Left Handed;0;13;7;13;14;6;11;11;1;11;9;9;5;1;12;8;1;1;1;1;1;1;4;4;5;1;4;1;6;8;5;3;6;
21280;Václav Nemec;Piráti Chomutov U16;Piráti Chomutov;RW;14;Left Handed;0;8;4;7;16;10;12;16;10;19;6;6;4;3;6;8;6;6;3;7;3;8;6;6;4;2;9;5;1;1;1;1;1;
21281;Libor Cáp;HC Tábor;CEZ Motor Ceské Budejovice;LD;14;Left Handed;0;12;1;8;13;6;8;11;8;10;4;10;3;2;9;9;8;3;4;6;3;9;9;5;4;6;6;8;1;1;1;1;1;
21282;Ondrej Magusin;---;---;RD;13;Left Handed;0;12;2;7;12;11;10;8;7;12;7;7;5;1;8;7;10;1;3;5;1;7;6;4;3;5;6;7;1;1;1;1;1;
21283;Radomir Martínek;---;---;RD;13;Left Handed;0;10;7;4;5;6;7;6;4;13;6;3;7;9;6;7;9;8;1;1;2;1;1;8;6;3;1;1;1;1;1;1;1;
21284;Simon Zeman;HC Karlovy Vary U16;HC Energie Karlovy Vary;LW;14;Left Handed;0;15;15;5;7;11;10;12;5;9;8;8;5;7;5;9;4;7;4;1;3;1;4;5;5;4;4;4;1;1;1;1;1;
21285;Marek Kapoun;HC Ceské Budejovice U16;HC Ceské Budejovice U16;LW;14;Left Handed;0;6;3;7;9;6;10;10;5;8;9;12;4;1;10;9;7;5;1;1;2;6;5;3;6;1;4;3;1;1;1;1;1;
21286;Nikola Spacek;HC Ocelári Trinec U16;HC Ocelári Trinec;C;14;Left Handed;0;6;5;14;13;12;10;13;15;11;8;8;5;4;8;11;9;1;10;5;6;8;3;1;1;7;3;7;1;1;1;1;1;
21287;Jakub Malý;HC Tábor;CEZ Motor Ceské Budejovice;RD;15;Left Handed;0;19;2;5;11;11;6;9;7;6;10;7;6;4;8;13;7;4;3;5;3;5;7;3;4;3;3;3;1;1;1;1;1;
21288;Kevin Pavlík;Bílí Tygri Liberec Jrs;Bílí Tygri Liberec Jrs;LD;15;Left Handed;0;12;5;3;10;8;10;5;4;10;8;8;19;9;6;10;12;7;1;3;1;1;1;7;6;1;1;1;1;1;1;1;1;
21289;Otakar Kadela;HC ZUBR Prerov;HC Kometa Brno;RW;15;Left Handed;0;19;2;12;9;17;9;11;12;7;9;5;4;1;10;8;7;1;8;8;1;7;1;1;1;8;4;9;1;1;1;1;1;
21290;Filip Pabiska;HC Sparta Praha U16;HC Sparta Praha;C;15;Left Handed;0;12;3;13;14;12;11;15;13;16;7;4;5;1;9;7;7;1;8;4;7;8;8;5;1;5;3;10;1;1;1;1;1;
21291;Filip Kubát;Piráti Chomutov Jrs;Piráti Chomutov Jrs;RW;14;Left Handed;0;12;3;11;5;9;7;9;8;13;4;5;4;1;11;10;9;5;5;3;2;8;4;4;5;4;2;7;1;1;1;1;1;
21292;Hynek Kuzdas;HC Sparta Praha U18;HC Sparta Praha;RD;14;Left Handed;0;19;6;4;8;9;7;13;4;9;8;6;13;8;4;8;6;8;1;2;2;1;1;7;9;3;2;1;1;1;1;1;1;
21293;Jáchym Míka;HC Most;HC VERVA Litvínov;LD, RD;15;Left Handed;0;16;10;2;7;10;12;11;2;16;9;3;16;8;8;10;12;10;1;2;1;2;5;8;10;1;1;1;1;1;1;1;1;
21294;Premysl Matousek;HC Ocelári Trinec U16;HC Ocelári Trinec U16;RW;16;Left Handed;0;5;12;5;11;10;11;14;5;10;11;7;7;6;13;11;12;8;4;3;3;3;7;8;8;3;3;4;1;1;1;1;1;
21295;Vladimír Cermák;HC Letnany U16;HC Letnany U16;G;16;Left Handed;0;15;2;4;3;11;11;14;1;19;9;8;11;1;10;5;9;1;1;1;1;1;1;5;10;1;8;1;6;5;3;2;5;
21296;Lubor Svoboda;SHK Hodonín U18;SHK Hodonín;C;16;Left Handed;0;3;1;14;9;1;12;13;14;9;8;6;4;2;9;4;9;2;8;8;7;10;9;2;1;6;5;8;1;1;1;1;1;
21297;Bohumil Mosr;Bílí Tygri Liberec U16;Bílí Tygri Liberec U16;LD;15;Left Handed;0;8;4;3;6;10;8;5;3;11;7;6;17;9;8;10;11;8;1;1;1;1;1;9;9;4;1;1;1;1;1;1;1;
21298;Leo Hynek;HC Kladno Jrs;HC Kladno Jrs;LW;16;Left Handed;0;9;4;11;9;4;11;13;7;15;10;10;6;5;5;9;7;9;6;6;4;9;8;7;10;6;8;9;1;1;1;1;1;
21299;Ondrej Tihlár;HC Ocelári Trinec U18;HC Ocelári Trinec;LD;15;Left Handed;0;7;1;7;13;8;12;13;7;14;8;4;6;1;13;12;8;1;3;5;1;7;8;4;3;5;5;7;1;1;1;1;1;
21300;Václav Krupka;Long Island Gulls U16;Long Island Gulls U16;RD;15;Left Handed;0;11;1;7;12;11;13;12;7;7;11;11;7;3;12;8;11;3;4;6;3;9;10;5;5;6;6;9;1;1;1;1;1;
21301;Dan Vanek;HC Pardubice U16;HC Dynamo Pardubice;LW;15;Left Handed;0;13;9;14;2;7;7;10;14;7;8;12;4;7;8;9;8;6;12;5;4;7;4;3;4;10;2;11;1;1;1;1;1;
21302;Radim Havelka;HC Plzen 1929 Jrs;HC Skoda Plzen;RW;16;Left Handed;0;12;5;14;6;12;9;7;9;4;9;9;5;1;13;12;7;1;8;7;1;7;1;1;1;9;2;9;1;1;1;1;1;
21303;Jirí Musil;Red Deer Rebels;Red Deer Rebels;RW;17;Left Handed;0;15;4;12;6;10;7;11;11;10;9;8;8;6;10;15;12;11;7;5;5;10;10;8;11;6;6;10;1;1;1;1;1;
21304;Jirí Pozivil;HC Vítkovice Steel Jrs;HC Vítkovice Steel Jrs;LD;17;Left Handed;0;10;4;8;11;15;12;12;8;11;13;7;7;5;12;13;8;5;6;8;1;12;11;8;5;8;9;11;1;1;1;1;1;
21305;Zikmund Kopecký;HC Prostejov U18;HC Prostejov U18;LW;17;Left Handed;0;14;2;13;3;13;8;8;8;3;12;3;5;1;5;12;7;1;8;7;1;6;1;1;1;9;5;10;1;1;1;1;1;
21306;Stanislav Jelínek;HC Sparta Praha Jrs;HC Sparta Praha Jrs;LW, C;17;Left Handed;0;13;12;5;11;7;12;12;5;9;15;10;7;7;10;10;11;11;8;7;10;6;9;11;10;5;5;7;1;1;1;1;1;
21307;Radim Lunák;HC Prostejov U18;HC Prostejov U18;C;16;Left Handed;0;11;15;14;9;15;6;5;15;8;8;6;5;5;3;8;10;2;9;7;5;6;5;1;1;7;3;6;1;1;1;1;1;
21308;Jindrich Sidlik;HC Karlovy Vary U18;HC Energie Karlovy Vary;LD;16;Left Handed;0;6;13;5;14;10;10;16;5;18;9;5;20;17;8;9;13;14;7;7;3;4;6;15;14;7;5;7;1;1;1;1;1;
21309;Radomír Fiala;Tri-City Americans;Tri-City Americans;RD;17;Left Handed;0;12;5;3;11;9;10;15;1;13;8;6;13;10;7;12;9;9;1;3;1;2;2;9;8;3;2;1;1;1;1;1;1;
